INFO:kafka.conn:<BrokerConnection node_id=bootstrap-0 host=localhost:9092 <connecting> [IPv6 ('::1', 9092, 0, 0)]>: connecting to localhost:9092 [('::1', 9092, 0, 0) IPv6]
INFO:kafka.conn:Probing node bootstrap-0 broker version
INFO:kafka.conn:<BrokerConnection node_id=bootstrap-0 host=localhost:9092 <connecting> [IPv6 ('::1', 9092, 0, 0)]>: Connection complete.
INFO:kafka.conn:Broker version identified as 2.6.0
INFO:kafka.conn:Set configuration api_version=(2, 6, 0) to skip auto check_version requests on startup
INFO:root:Kafka-Python Producer: Producing event for MID 0, {'Temperature_C': 61, 'Timestamp': 1725983169149137963}
INFO:root:Kafka-Python Producer: Producing event for MID 1, {'Temperature_C': 62, 'Timestamp': 1725983169349501532}
INFO:root:Kafka-Python Producer: Producing event for MID 2, {'Temperature_C': 100, 'Timestamp': 1725983169549927103}
INFO:root:Kafka-Python Producer: Producing event for MID 0, {'Temperature_C': 62, 'Timestamp': 1725983169750430207}
INFO:root:Kafka-Python Producer: Producing event for MID 1, {'Temperature_C': 61, 'Timestamp': 1725983169950823819}
INFO:root:Kafka-Python Producer: Producing event for MID 2, {'Temperature_C': 100, 'Timestamp': 1725983170151259372}
INFO:root:Kafka-Python Producer: Producing event for MID 0, {'Temperature_C': 63, 'Timestamp': 1725983170351688911}
INFO:root:Kafka-Python Producer: Producing event for MID 1, {'Temperature_C': 61, 'Timestamp': 1725983170552096990}
INFO:root:Kafka-Python Producer: Producing event for MID 2, {'Temperature_C': 100, 'Timestamp': 1725983170752486551}
INFO:root:Kafka-Python Producer: Producing event for MID 0, {'Temperature_C': 64, 'Timestamp': 1725983170952957400}
INFO:root:Kafka-Python Producer: Producing event for MID 1, {'Temperature_C': 62, 'Timestamp': 1725983171153367250}
INFO:root:Kafka-Python Producer: Producing event for MID 2, {'Temperature_C': 100, 'Timestamp': 1725983171353747237}
INFO:root:Kafka-Python Producer: Producing event for MID 0, {'Temperature_C': 64, 'Timestamp': 1725983171554218032}
INFO:root:Kafka-Python Producer: Producing event for MID 1, {'Temperature_C': 61, 'Timestamp': 1725983171754661057}
INFO:root:Kafka-Python Producer: Producing event for MID 2, {'Temperature_C': 100, 'Timestamp': 1725983171955036374}
INFO:root:Kafka-Python Producer: Producing event for MID 0, {'Temperature_C': 65, 'Timestamp': 1725983172155440176}
INFO:root:Kafka-Python Producer: Producing event for MID 1, {'Temperature_C': 62, 'Timestamp': 1725983172355853935}
INFO:root:Kafka-Python Producer: Producing event for MID 2, {'Temperature_C': 100, 'Timestamp': 1725983172556276090}
INFO:root:Kafka-Python Producer: Producing event for MID 0, {'Temperature_C': 66, 'Timestamp': 1725983172756722811}
INFO:root:Kafka-Python Producer: Producing event for MID 1, {'Temperature_C': 61, 'Timestamp': 1725983172957121683}
INFO:root:Kafka-Python Producer: Producing event for MID 2, {'Temperature_C': 100, 'Timestamp': 1725983173157497643}
INFO:root:Kafka-Python Producer: Producing event for MID 0, {'Temperature_C': 65, 'Timestamp': 1725983173357909161}
INFO:root:Kafka-Python Producer: Producing event for MID 1, {'Temperature_C': 62, 'Timestamp': 1725983173558360468}
INFO:root:Kafka-Python Producer: Producing event for MID 2, {'Temperature_C': 100, 'Timestamp': 1725983173758757636}
INFO:root:Kafka-Python Producer: Producing event for MID 0, {'Temperature_C': 66, 'Timestamp': 1725983173959190040}
INFO:root:Kafka-Python Producer: Producing event for MID 1, {'Temperature_C': 63, 'Timestamp': 1725983174159629769}
INFO:root:Kafka-Python Producer: Producing event for MID 2, {'Temperature_C': 100, 'Timestamp': 1725983174360049269}
INFO:root:Kafka-Python Producer: Producing event for MID 0, {'Temperature_C': 66, 'Timestamp': 1725983174560513956}
INFO:root:Kafka-Python Producer: Producing event for MID 1, {'Temperature_C': 63, 'Timestamp': 1725983174760968629}
INFO:root:Kafka-Python Producer: Producing event for MID 2, {'Temperature_C': 100, 'Timestamp': 1725983174961389402}
INFO:root:Kafka-Python Producer: Producing event for MID 0, {'Temperature_C': 66, 'Timestamp': 1725983175161818764}
INFO:root:Kafka-Python Producer: Producing event for MID 1, {'Temperature_C': 63, 'Timestamp': 1725983175362264829}
INFO:root:Kafka-Python Producer: Producing event for MID 2, {'Temperature_C': 100, 'Timestamp': 1725983175563050504}
INFO:root:Kafka-Python Producer: Producing event for MID 0, {'Temperature_C': 67, 'Timestamp': 1725983175763513494}
INFO:root:Kafka-Python Producer: Producing event for MID 1, {'Temperature_C': 63, 'Timestamp': 1725983175963908729}
INFO:root:Kafka-Python Producer: Producing event for MID 2, {'Temperature_C': 100, 'Timestamp': 1725983176164313794}
INFO:root:Kafka-Python Producer: Producing event for MID 0, {'Temperature_C': 66, 'Timestamp': 1725983176364770644}
INFO:root:Kafka-Python Producer: Producing event for MID 1, {'Temperature_C': 64, 'Timestamp': 1725983176565188113}
INFO:root:Kafka-Python Producer: Producing event for MID 2, {'Temperature_C': 100, 'Timestamp': 1725983176765638737}
INFO:root:Kafka-Python Producer: Producing event for MID 0, {'Temperature_C': 67, 'Timestamp': 1725983176966085739}
INFO:root:Kafka-Python Producer: Producing event for MID 1, {'Temperature_C': 64, 'Timestamp': 1725983177166485512}
INFO:root:Kafka-Python Producer: Producing event for MID 2, {'Temperature_C': 100, 'Timestamp': 1725983177366876925}
INFO:root:Kafka-Python Producer: Producing event for MID 0, {'Temperature_C': 67, 'Timestamp': 1725983177567377834}
INFO:root:Kafka-Python Producer: Producing event for MID 1, {'Temperature_C': 63, 'Timestamp': 1725983177767780265}
INFO:root:Kafka-Python Producer: Producing event for MID 2, {'Temperature_C': 100, 'Timestamp': 1725983177968160192}
INFO:root:Kafka-Python Producer: Producing event for MID 0, {'Temperature_C': 67, 'Timestamp': 1725983178168601099}
INFO:root:Kafka-Python Producer: Producing event for MID 1, {'Temperature_C': 63, 'Timestamp': 1725983178368997409}
INFO:root:Kafka-Python Producer: Producing event for MID 2, {'Temperature_C': 100, 'Timestamp': 1725983178569413673}
INFO:kafka.producer.kafka:Closing the Kafka producer with 0 secs timeout.
INFO:kafka.producer.kafka:Proceeding to force close the producer since pending requests could not be completed within timeout 0.
